,DAQlpGBT,EvSize,Elinks,Layer,U,V,LUV,nModules,doubleDAQlpGBT,EvSize [kb],BitsPerElink
582,766,79.44829999999999,4.0,25,7.5,6.5,6526.5,4,False,2.5423455999999995,635.5863999999999
733,951,79.47566,5.0,31,0.0,7.0,7943.0,5,False,2.54322112,508.644224
771,991,80.2726,3.0,33,4.666666666666667,2.3333333333333335,8525.0,3,False,2.5687232,856.2410666666666
427,611,80.54759999999999,4.0,20,6.5,7.5,5231.5,4,False,2.5775232,644.3808
425,609,80.6027,4.0,20,1.0,7.5,5143.5,4,False,2.5792864,644.8216
426,610,80.6271,4.0,20,7.5,1.0,5241.0,4,False,2.5800672000000002,645.0168000000001
215,371,80.6542,4.0,12,5.5,8.5,3168.5,4,False,2.5809344000000003,645.2336
869,1089,80.67099999999999,5.0,36,8.0,7.0,9351.0,5,False,2.5814719999999998,516.2944
424,608,80.6747,4.0,20,7.5,6.5,5246.5,4,False,2.5815904,645.3976
866,1086,80.67699999999999,5.0,36,8.0,2.0,9346.0,5,False,2.581664,516.3327999999999
1027,1247,80.7346,5.0,42,5.0,7.0,10839.0,5,False,2.5835072,516.70144
1028,1248,80.7863,5.0,42,2.0,7.0,10791.0,5,False,2.5851616,517.03232
115,203,80.836,3.0,7,3.0,5.0,1845.0,1,False,2.586752,862.2506666666667
521,705,80.8605,4.0,23,1.0,7.5,5911.5,4,False,2.587536,646.884
214,370,80.9265,4.0,12,8.5,3.0,3211.0,4,False,2.5896480000000004,647.4120000000001
259,431,80.9639,4.0,14,4.0,8.5,3656.5,4,False,2.5908447999999997,647.7112
520,704,80.9778,4.0,23,7.5,6.5,6014.5,4,False,2.5912896,647.8224
113,201,81.0636,3.0,7,5.0,2.0,1874.0,1,False,2.5940352,864.6783999999999
258,430,81.0768,4.0,14,8.5,4.5,3724.5,4,False,2.5944576,648.6144
59,107,81.3827,3.0,4,3.0,5.0,1077.0,1,False,2.6042464,868.0821333333333
57,105,81.4691,3.0,4,5.0,2.0,1106.0,1,False,2.6070112,869.0037333333333
775,995,81.48919999999998,5.0,33,8.0,6.0,8582.0,5,False,2.6076543999999995,521.5308799999999
774,994,81.5138,5.0,33,8.0,1.0,8577.0,5,False,2.6084416000000004,521.6883200000001
696,910,81.59172,5.0,30,8.0,1.0,7809.0,5,False,2.6109350399999998,522.187008
697,911,81.63197,5.0,30,8.0,8.0,7816.0,5,False,2.61222304,522.444608
285,461,81.8057,4.0,15,5.5,8.5,3936.5,4,False,2.6177824000000003,654.4456000000001
692,904,81.98060000000001,5.0,29,4.6,9.2,7506.8,5,False,2.6233792000000005,524.6758400000001
284,460,81.98100000000001,4.0,15,8.5,3.0,3979.0,4,False,2.6233920000000004,655.8480000000001
863,1083,82.1375,3.0,36,4.666666666666667,3.3333333333333335,9294.0,3,False,2.6284,876.1333333333333
1005,1225,82.4779,5.0,41,6.0,4.0,10596.0,5,False,2.6392928,527.85856
1003,1223,82.52459999999999,5.0,41,6.0,1.0,10593.0,5,False,2.6407871999999997,528.15744
457,641,82.6902,4.0,21,1.0,7.5,5399.5,4,False,2.6460864,661.5216
456,640,82.7116,4.0,21,7.5,6.5,5502.5,4,False,2.6467712000000003,661.6928
363,547,82.78150000000001,4.0,18,6.5,7.5,4719.5,4,False,2.6490080000000003,662.2520000000001
361,545,82.9013,4.0,18,1.0,7.5,4631.5,4,False,2.6528416000000004,663.2104
360,544,82.98230000000001,4.0,18,7.5,6.5,4734.5,4,False,2.6554336000000003,663.8584000000001
362,546,82.9847,4.0,18,7.5,1.0,4729.0,4,False,2.6555104000000003,663.8776
393,577,82.9852,4.0,19,1.0,7.5,4887.5,4,False,2.6555264000000003,663.8816
1018,1238,83.0237,5.0,42,6.0,6.0,10854.0,5,False,2.6567584,531.35168
392,576,83.03890000000001,4.0,19,7.5,6.5,4990.5,4,False,2.6572448000000004,664.3112000000001
1017,1237,83.0432,5.0,42,6.0,1.0,10849.0,5,False,2.6573824,531.47648
792,1012,83.2995,5.0,33,5.0,8.0,8536.0,5,False,2.665584,533.1168
35,59,83.872,3.0,2,5.333333333333333,8.666666666666666,606.0,3,False,2.683904,894.6346666666667
34,58,83.9619,3.0,2,8.666666666666666,3.3333333333333335,654.0,3,False,2.6867808,895.5936
739,957,84.0987,5.0,31,3.0,8.0,7992.0,5,False,2.6911584,538.23168
723,941,84.3194,5.0,31,8.0,6.0,8070.0,5,False,2.6982208,539.64416
722,940,84.39239999999998,5.0,31,8.0,1.0,8065.0,5,False,2.7005567999999993,540.1113599999999
233,401,84.4426,4.0,13,5.5,8.5,3424.5,4,False,2.7021632,675.5408000000001
657,861,84.53665000000001,5.0,28,1.0,8.0,7192.0,5,False,2.7051728,541.03456
658,862,84.57784,5.0,28,8.0,1.0,7297.0,5,False,2.70649088,541.298176
776,996,84.5865,5.0,33,8.0,2.0,8578.0,5,False,2.7067680000000003,541.3536000000001
659,863,84.59405,5.0,28,7.0,8.0,7288.0,5,False,2.7070096,541.40192
656,860,84.6266,5.0,28,8.0,7.0,7303.0,5,False,2.7080512,541.61024
777,997,84.66349999999998,5.0,33,8.0,5.0,8581.0,5,False,2.7092319999999996,541.8463999999999
232,400,84.66780000000001,4.0,13,8.5,3.0,3467.0,4,False,2.7093696000000005,677.3424000000001
753,971,84.6689,5.0,32,9.0,4.0,8340.0,5,False,2.7094047999999997,541.88096
395,579,84.8672,4.0,19,6.5,7.5,4975.5,4,False,2.7157504,678.9376
1010,1230,84.9166,5.0,41,5.0,5.0,10581.0,5,False,2.7173312000000003,543.46624
1011,1231,84.95049999999999,5.0,41,0.0,5.0,10501.0,5,False,2.718416,543.6832
1073,1293,85.0109,6.0,46,7.333333333333333,3.6666666666666665,11897.0,6,False,2.7203488000000005,453.39146666666676
394,578,85.0163,4.0,19,7.5,1.0,4985.0,4,False,2.7205216,680.1304
1067,1287,85.1966,6.0,45,2.6666666666666665,6.333333333333333,11569.0,6,False,2.7262912000000004,454.3818666666668
615,799,85.49260000000001,5.0,26,7.0,8.0,6776.0,5,False,2.7357632000000005,547.15264
690,902,85.51169999999999,5.0,29,5.0,8.0,7512.0,5,False,2.7363744,547.2748799999999
614,798,85.57234,5.0,26,8.0,1.0,6785.0,5,False,2.73831488,547.662976
1108,1328,85.6841,6.0,49,2.6666666666666665,5.333333333333333,12592.0,6,False,2.7418912,456.9818666666667
633,829,85.71390000000001,5.0,27,1.0,8.0,6936.0,5,False,2.7428448000000003,548.5689600000001
635,831,85.71936,5.0,27,7.0,8.0,7032.0,5,False,2.74301952,548.6039039999999
307,487,85.74650000000001,4.0,16,6.5,7.5,4207.5,4,False,2.7438880000000005,685.9720000000001
331,515,85.7589,4.0,17,6.5,7.5,4463.5,4,False,2.7442848,686.0712
634,830,85.79157000000001,5.0,27,8.0,1.0,7041.0,5,False,2.7453302400000004,549.066048
632,828,85.80092,5.0,27,8.0,7.0,7047.0,5,False,2.74562944,549.125888
702,916,85.8966,5.0,30,9.0,6.0,7830.0,5,False,2.7486912,549.73824
1093,1313,85.9104,6.0,48,6.333333333333333,3.6666666666666665,12393.0,6,False,2.7491328,458.18879999999996
1043,1263,85.9288,6.0,43,2.6666666666666665,6.333333333333333,11057.0,6,False,2.7497216,458.2869333333333
301,481,85.9477,4.0,16,1.0,7.5,4119.5,4,False,2.7503264,687.5816
306,486,85.9594,4.0,16,7.5,1.0,4217.0,4,False,2.7507008,687.6752
300,480,85.96349999999998,4.0,16,7.5,6.5,4222.5,4,False,2.7508319999999995,687.7079999999999
329,513,85.9653,4.0,17,1.0,7.5,4375.5,4,False,2.7508896,687.7224
330,514,85.9832,4.0,17,7.5,1.0,4473.0,4,False,2.7514624,687.8656
328,512,86.01830000000001,4.0,17,7.5,6.5,4478.5,4,False,2.7525856,688.1464000000001
764,984,86.0599,5.0,32,3.0,9.0,8249.0,5,False,2.7539168,550.78336
1088,1308,86.1518,6.0,47,2.6666666666666665,5.333333333333333,12080.0,6,False,2.7568576,459.4762666666666
1025,1245,86.96582000000001,6.0,42,5.5,6.5,10846.5,6,False,2.7829062400000004,463.8177066666667
585,769,86.99068000000001,5.0,25,7.0,8.0,6520.0,5,False,2.7837017600000005,556.740352
584,768,87.00023,5.0,25,8.0,1.0,6529.0,5,False,2.78400736,556.801472
837,1057,87.00725999999999,6.0,35,9.5,3.0,9115.0,6,False,2.7842323199999996,464.03871999999996
883,1103,87.06268999999999,6.0,36,8.5,9.5,9361.5,6,False,2.7860060799999995,464.3343466666666
884,1104,87.06454000000001,6.0,36,1.0,9.5,9241.5,6,False,2.7860652800000003,464.34421333333336
1026,1246,87.11140999999999,6.0,42,1.0,6.5,10774.5,6,False,2.78756512,464.5941866666667
79,139,87.2056,3.0,5,3.0,5.0,1333.0,1,False,2.7905792000000003,930.1930666666667
39,75,87.2257,3.0,3,3.0,5.0,821.0,1,False,2.7912224,930.4074666666667
77,137,87.3875,3.0,5,5.0,2.0,1362.0,1,False,2.7964,932.1333333333333
37,73,87.4057,3.0,3,5.0,2.0,850.0,1,False,2.7969824,932.3274666666666
772,992,87.6832,5.0,33,7.0,0.0,8560.0,5,False,2.8058624,561.17248
773,993,87.72030000000001,5.0,33,7.0,6.0,8566.0,5,False,2.8070496000000005,561.40992
826,1046,87.88855,6.0,34,6.666666666666667,11.333333333333334,8822.0,6,False,2.8124336,468.7389333333333
724,942,87.91250000000001,5.0,31,8.0,2.0,8066.0,5,False,2.8132,562.6400000000001
712,930,88.015,5.0,30,3.0,9.0,7737.0,5,False,2.81648,563.296
725,943,88.0192,5.0,31,8.0,5.0,8069.0,5,False,2.8166144,563.32288
179,311,88.4334,4.0,10,4.0,8.5,2632.5,4,False,2.8298688000000003,707.4672
523,707,88.49709,5.0,23,7.0,8.0,6008.0,5,False,2.83190688,566.381376
522,706,88.51992999999999,5.0,23,8.0,1.0,6017.0,5,False,2.83263776,566.527552
178,310,88.5648,4.0,10,8.5,4.5,2700.5,4,False,2.8340736000000004,708.5184000000002
1004,1224,88.72599,6.0,41,5.5,4.5,10588.5,6,False,2.83923168,473.2052800000001
1002,1222,88.80134,6.0,41,5.5,0.0,10584.0,6,False,2.8416428799999998,473.60714666666667
846,1066,89.08778,6.0,35,0.0,7.5,8967.5,6,False,2.8508089599999997,475.13482666666664
845,1065,89.26520000000001,6.0,35,7.5,7.5,9087.5,6,False,2.8564864,476.0810666666667
806,1026,89.37556,6.0,34,9.5,4.0,8860.0,6,False,2.8600179199999998,476.6696533333333
277,453,89.8592,4.0,15,6.5,7.5,3951.5,4,False,2.8754944,718.8736
275,451,89.9092,4.0,15,1.0,7.5,3863.5,4,False,2.8770944,719.2736
253,425,89.95430000000002,4.0,14,6.5,7.5,3695.5,4,False,2.8785376000000005,719.6344000000001
759,979,89.9805,5.0,32,7.0,8.0,8312.0,5,False,2.879376,575.8752000000001
276,452,89.9996,4.0,15,7.5,1.0,3961.0,4,False,2.8799872,719.9968
274,450,90.015,4.0,15,7.5,6.5,3966.5,4,False,2.88048,720.12
760,980,90.03130000000002,5.0,32,1.0,8.0,8216.0,5,False,2.8810016000000007,576.2003200000001
248,420,90.0766,4.0,14,7.5,6.5,3710.5,4,False,2.8824512,720.6128000000001
249,421,90.1012,4.0,14,1.0,7.5,3607.5,4,False,2.8832384,720.8096
252,424,90.1326,4.0,14,7.5,1.0,3705.0,4,False,2.8842432,721.0608
459,643,90.24047999999999,5.0,21,7.0,8.0,5496.0,5,False,2.88769536,577.5390719999999
458,642,90.37017,5.0,21,8.0,1.0,5505.0,5,False,2.89184544,578.369088
197,341,90.724,4.0,11,5.5,8.5,2912.5,4,False,2.903168,725.792
196,340,91.02380000000001,4.0,11,8.5,3.0,2955.0,4,False,2.9127616000000005,728.1904000000002
108,184,91.0682,3.0,6,8.0,5.0,1669.0,3,False,2.9141824,971.3941333333333
109,185,91.07990000000001,3.0,6,3.0,8.0,1592.0,3,False,2.9145568,971.5189333333334
559,743,91.08482,5.0,24,6.0,8.0,6248.0,5,False,2.91471424,582.9428479999999
557,741,91.17708,5.0,24,2.0,8.0,6184.0,5,False,2.9176665600000002,583.533312
556,740,91.18293999999999,5.0,24,8.0,6.0,6278.0,5,False,2.9178540799999997,583.5708159999999
558,742,91.18451,5.0,24,8.0,2.0,6274.0,5,False,2.9179043200000003,583.5808640000001
1020,1240,91.34956000000001,6.0,42,6.5,5.5,10861.5,6,False,2.9231859200000003,487.1976533333334
1019,1239,91.39433,6.0,42,6.5,2.0,10858.0,6,False,2.92461856,487.43642666666665
867,1087,92.122,6.0,36,8.5,8.5,9360.5,6,False,2.947904,491.31733333333335
864,1084,92.18610000000001,6.0,36,8.5,1.0,9353.0,6,False,2.9499552,491.65920000000006
678,886,92.3224,5.0,29,8.0,5.0,7557.0,5,False,2.9543168,590.8633600000001
663,867,92.3933,5.0,28,6.0,8.0,7272.0,5,False,2.9565856,591.3171199999999
662,866,92.4443,5.0,28,8.0,2.0,7298.0,5,False,2.9582176000000002,591.6435200000001
661,865,92.46369999999999,5.0,28,2.0,8.0,7208.0,5,False,2.9588384,591.76768
660,864,92.4788,5.0,28,8.0,6.0,7302.0,5,False,2.9593216000000004,591.86432
717,935,92.548,5.0,31,7.0,0.0,8048.0,5,False,2.961536,592.3072
721,939,92.59609999999999,5.0,31,7.0,6.0,8054.0,5,False,2.9630752,592.61504
891,1111,92.62469999999999,6.0,36,6.5,10.5,9330.5,6,False,2.9639903999999997,493.99839999999995
493,677,92.99828,5.0,22,2.0,8.0,5672.0,5,False,2.97594496,595.1889920000001
492,676,93.03244,5.0,22,8.0,6.0,5766.0,5,False,2.97703808,595.407616
495,679,93.11600000000001,5.0,22,6.0,8.0,5736.0,5,False,2.9797120000000006,595.9424000000001
708,926,93.1794,5.0,30,1.0,8.0,7704.0,5,False,2.9817408000000003,596.3481600000001
707,925,93.18900000000001,5.0,30,7.0,8.0,7800.0,5,False,2.9820480000000003,596.4096000000001
494,678,93.20213999999999,5.0,22,8.0,2.0,5762.0,5,False,2.9824684799999996,596.4936959999999
1013,1233,93.27699999999999,6.0,41,4.5,5.5,10573.5,6,False,2.9848639999999995,497.47733333333326
1012,1232,93.43852,6.0,41,1.0,5.5,10517.5,6,False,2.99003264,498.33877333333334
617,801,93.6119,5.0,26,2.0,8.0,6696.0,5,False,2.9955808000000004,599.11616
618,802,93.61270000000002,5.0,26,8.0,2.0,6786.0,5,False,2.9956064000000007,599.1212800000001
619,803,93.615,5.0,26,6.0,8.0,6760.0,5,False,2.99568,599.1360000000001
616,800,93.6403,5.0,26,8.0,6.0,6790.0,5,False,2.9964896,599.29792
207,363,93.65299999999999,4.0,12,6.5,7.5,3183.5,4,False,2.996896,749.224
205,361,93.77629999999999,4.0,12,1.0,7.5,3095.5,4,False,3.0008415999999998,750.2103999999999
206,362,93.8175,4.0,12,7.5,1.0,3193.0,4,False,3.00216,750.54
204,360,93.8313,4.0,12,7.5,6.5,3198.5,4,False,3.0026016,750.6504000000001
788,1008,93.98985,6.0,33,6.5,7.5,8559.5,6,False,3.0076752,501.2792
699,913,93.9967,5.0,30,8.0,7.0,7815.0,5,False,3.0078944,601.57888
698,912,94.0026,5.0,30,8.0,2.0,7810.0,5,False,3.0080832,601.61664
789,1009,94.1201,6.0,33,1.0,7.5,8471.5,6,False,3.0118432,501.97386666666665
855,1075,94.3646,6.0,35,5.5,8.5,9056.5,6,False,3.0196671999999998,503.2778666666666
819,1039,94.4503,6.0,34,3.0,9.5,8761.5,6,False,3.0224096,503.73493333333334
145,249,94.46329999999999,4.0,8,5.5,8.5,2144.5,4,False,3.0228255999999996,755.7063999999999
834,1054,94.5233,6.0,35,8.5,6.5,9102.5,6,False,3.0247456,504.1242666666667
687,899,94.5579,5.0,29,1.0,7.0,7447.0,5,False,3.0258528,605.17056
686,898,94.56060000000001,5.0,29,6.0,7.0,7527.0,5,False,3.0259392000000003,605.18784
833,1053,94.57489999999999,6.0,35,8.5,1.0,9097.0,6,False,3.0263967999999997,504.39946666666657
144,248,94.681,4.0,8,8.5,3.0,2187.0,4,False,3.029792,757.448
429,613,95.19628,5.0,20,2.0,8.0,5160.0,5,False,3.0462809600000003,609.256192
431,615,95.21784000000001,5.0,20,6.0,8.0,5224.0,5,False,3.0469708800000004,609.394176
430,614,95.24625999999999,5.0,20,8.0,2.0,5250.0,5,False,3.04788032,609.576064
428,612,95.27812,5.0,20,8.0,6.0,5254.0,5,False,3.0488998400000002,609.779968
225,393,95.3257,4.0,13,6.5,7.5,3439.5,4,False,3.0504224,762.6056
223,391,95.4425,4.0,13,1.0,7.5,3351.5,4,False,3.05416,763.54
224,392,95.5428,4.0,13,7.5,1.0,3449.0,4,False,3.0573696,764.3424
222,390,95.5751,4.0,13,7.5,6.5,3454.5,4,False,3.0584032000000003,764.6008
1061,1281,95.6276,6.0,45,6.333333333333333,2.6666666666666665,11624.0,6,False,3.0600832000000002,510.0138666666667
975,1195,95.69649999999999,6.0,39,3.6666666666666665,8.333333333333334,10051.0,6,False,3.0622879999999997,510.38133333333326
885,1105,95.7422,6.0,36,7.5,9.5,9345.5,6,False,3.0637504,510.62506666666667
886,1106,95.77050000000001,6.0,36,2.0,9.5,9257.5,6,False,3.0646560000000003,510.77600000000007
638,834,95.81949999999999,5.0,27,8.0,2.0,7042.0,5,False,3.0662239999999996,613.2447999999999
639,835,95.83439999999999,5.0,27,6.0,8.0,7016.0,5,False,3.0667007999999996,613.34016
637,833,95.8434,5.0,27,2.0,8.0,6952.0,5,False,3.0669888000000003,613.3977600000001
1016,1236,95.888,6.0,41,3.6666666666666665,7.333333333333333,10562.0,6,False,3.068416,511.4026666666667
674,882,95.89250000000001,5.0,29,7.0,6.0,7542.0,5,False,3.0685600000000006,613.7120000000001
636,832,95.9385,5.0,27,8.0,6.0,7046.0,5,False,3.0700320000000003,614.0064
673,881,96.0729,5.0,29,7.0,0.0,7536.0,5,False,3.0743328,614.86656
73,121,96.2073,3.0,4,5.0,8.0,1112.0,3,False,3.0786336000000003,1026.2112
72,120,96.3442,3.0,4,8.0,3.0,1155.0,3,False,3.0830144,1027.6714666666667
750,968,96.35234,6.0,32,8.5,7.5,8335.5,6,False,3.08327488,513.8791466666667
749,967,96.43853999999999,6.0,32,8.5,2.0,8330.0,6,False,3.0860332799999997,514.3388799999999
665,869,96.586,5.0,28,3.0,8.0,7224.0,5,False,3.090752,618.1504
664,868,96.6714,5.0,28,8.0,5.0,7301.0,5,False,3.0934848,618.69696
870,1090,96.93010000000001,6.0,36,8.5,3.0,9355.0,6,False,3.1017632000000006,516.9605333333335
871,1091,96.9862,6.0,36,8.5,6.5,9358.5,6,False,3.1035584,517.2597333333333
524,708,97.1623,5.0,23,8.0,6.0,6022.0,5,False,3.1091936000000002,621.83872
525,709,97.18180000000001,5.0,23,2.0,8.0,5928.0,5,False,3.1098176000000004,621.96352
33,57,97.23979999999999,3.0,2,4.0,8.0,584.0,3,False,3.1116735999999996,1037.2245333333333
526,710,97.271,5.0,23,8.0,2.0,6018.0,5,False,3.112672,622.5344
527,711,97.2717,5.0,23,6.0,8.0,5992.0,5,False,3.1126944,622.53888
589,773,97.295,5.0,25,6.0,8.0,6504.0,5,False,3.11344,622.688
32,56,97.2976,3.0,2,8.0,4.0,644.0,3,False,3.1135232,1037.8410666666666
1078,1298,97.32469999999999,6.0,46,3.6666666666666665,7.333333333333333,11842.0,6,False,3.1143904,519.0650666666667
586,770,97.365,5.0,25,8.0,6.0,6534.0,5,False,3.11568,623.136
588,772,97.36710000000001,5.0,25,8.0,2.0,6530.0,5,False,3.1157472000000004,623.14944
587,771,97.3962,5.0,25,2.0,8.0,6440.0,5,False,3.1166783999999996,623.3356799999999
835,1055,97.3963,6.0,35,8.5,2.0,9098.0,6,False,3.1166816,519.4469333333334
836,1056,97.44810000000001,6.0,35,8.5,5.5,9101.5,6,False,3.1183392000000003,519.7232
257,429,97.52629999999999,4.0,14,5.5,7.5,3679.5,4,False,3.1208416,780.2103999999999
487,671,97.52683,5.0,22,7.0,7.0,5751.0,5,False,3.1208585600000003,624.1717120000001
250,422,97.58030000000001,4.0,14,7.5,5.5,3709.5,4,False,3.1225696000000003,780.6424000000001
486,670,97.67488999999999,5.0,22,7.0,0.0,5744.0,5,False,3.1255964799999996,625.119296
251,423,97.6776,4.0,14,2.0,7.5,3623.5,4,False,3.1256832,781.4208
256,428,97.7465,4.0,14,7.5,2.0,3706.0,4,False,3.127888,781.972
610,794,97.7872,5.0,26,7.0,0.0,6768.0,5,False,3.1291904,625.83808
367,551,97.8414,5.0,18,6.0,8.0,4712.0,5,False,3.1309248,626.1849599999999
621,805,97.85650000000001,5.0,26,3.0,8.0,6712.0,5,False,3.1314080000000004,626.2816
620,804,97.8664,5.0,26,8.0,5.0,6789.0,5,False,3.1317248,626.3449600000001
365,549,97.88589999999999,5.0,18,2.0,8.0,4648.0,5,False,3.1323488,626.46976
611,795,97.9267,5.0,26,7.0,7.0,6775.0,5,False,3.1336544,626.7308800000001
364,548,97.9481,5.0,18,8.0,6.0,4742.0,5,False,3.1343392,626.86784
399,583,97.9649,5.0,19,6.0,8.0,4968.0,5,False,3.1348768000000002,626.9753600000001
397,581,97.9682,5.0,19,2.0,8.0,4904.0,5,False,3.1349823999999997,626.99648
366,550,98.04629999999999,5.0,18,8.0,2.0,4738.0,5,False,3.1374815999999996,627.49632
396,580,98.0734,5.0,19,8.0,6.0,4998.0,5,False,3.1383488,627.66976
398,582,98.17649999999999,5.0,19,8.0,2.0,4994.0,5,False,3.1416479999999996,628.3295999999999
803,1023,98.408,6.0,34,8.5,7.5,8847.5,6,False,3.1490560000000003,524.8426666666668
261,433,98.42100000000002,6.0,14,5.666666666666667,9.333333333333334,3684.0,6,False,3.1494720000000007,524.9120000000001
655,859,98.44229999999999,5.0,28,7.0,7.0,7287.0,5,False,3.1501536,630.03072
802,1022,98.4748,6.0,34,8.5,2.0,8842.0,6,False,3.1511936,525.1989333333333
260,432,98.5403,6.0,14,9.333333333333334,3.6666666666666665,3737.0,6,False,3.1532896,525.5482666666667
654,858,98.583,5.0,28,7.0,0.0,7280.0,5,False,3.154656,630.9312
736,954,98.69172999999999,6.0,31,6.5,7.5,8047.5,6,False,3.1581353599999997,526.3558933333333
735,953,98.70120000000001,6.0,31,1.0,7.5,7959.5,6,False,3.1584384000000005,526.4064000000001
161,281,98.80080000000001,4.0,9,5.5,8.5,2400.5,4,False,3.1616256000000003,790.4064000000001
160,280,99.11030000000001,4.0,9,8.5,3.0,2443.0,4,False,3.1715296000000004,792.8824000000001
932,1152,99.2019,6.0,38,7.5,5.5,9853.5,6,False,3.1744608,529.0767999999999
461,645,99.3158,5.0,21,2.0,8.0,5416.0,5,False,3.1781056,635.62112
460,644,99.4075,5.0,21,8.0,6.0,5510.0,5,False,3.18104,636.208
463,647,99.4091,5.0,21,6.0,8.0,5480.0,5,False,3.1810912,636.2182399999999
315,495,99.44380000000001,6.0,16,5.666666666666667,9.333333333333334,4196.0,6,False,3.1822016000000004,530.3669333333333
462,646,99.51050000000001,5.0,21,8.0,2.0,5506.0,5,False,3.1843360000000005,636.8672000000001
831,1051,99.52080000000001,6.0,35,7.5,0.0,9080.0,6,False,3.1846656,530.7776
497,681,99.5222,5.0,22,3.0,8.0,5688.0,5,False,3.1847104,636.94208
832,1052,99.5389,6.0,35,7.5,6.5,9086.5,6,False,3.1852448,530.8741333333334
314,494,99.54090000000001,6.0,16,9.333333333333334,3.6666666666666665,4249.0,6,False,3.1853088000000005,530.8848000000002
550,734,99.5413,5.0,24,7.0,0.0,6256.0,5,False,3.1853216000000004,637.0643200000001
496,680,99.58010000000002,5.0,22,8.0,5.0,5765.0,5,False,3.1865632000000006,637.3126400000001
561,745,99.58070000000001,5.0,24,3.0,8.0,6200.0,5,False,3.1865824000000003,637.3164800000001
560,744,99.6393,5.0,24,8.0,5.0,6277.0,5,False,3.1884576000000004,637.6915200000001
580,764,99.6574,5.0,25,7.0,0.0,6512.0,5,False,3.1890368,637.80736
551,735,99.662,5.0,24,7.0,7.0,6263.0,5,False,3.1891840000000005,637.8368000000002
581,765,99.6813,5.0,25,7.0,7.0,6519.0,5,False,3.1898016,637.96032
422,606,99.87589999999999,5.0,20,7.0,0.0,5232.0,5,False,3.1960287999999997,639.2057599999999
630,826,100.00659999999999,5.0,27,7.0,0.0,7024.0,5,False,3.2002111999999996,640.04224
631,827,100.0233,5.0,27,7.0,7.0,7031.0,5,False,3.2007456000000003,640.14912
641,837,100.04249999999999,5.0,27,3.0,8.0,6968.0,5,False,3.2013599999999998,640.2719999999999
423,607,100.07140000000001,5.0,20,7.0,7.0,5239.0,5,False,3.2022848000000006,640.4569600000002
640,836,100.1605,5.0,27,8.0,5.0,7045.0,5,False,3.205136,641.0272
605,789,100.58359999999999,3.0,26,1.0,4.5,6676.5,2,False,3.2186752,1072.8917333333331
603,787,100.652,3.0,26,4.5,3.5,6731.5,2,False,3.220864,1073.6213333333333
173,305,101.0532,4.0,10,6.5,7.5,2671.5,4,False,3.2337024000000003,808.4256
311,491,101.2149,5.0,16,6.0,8.0,4200.0,5,False,3.2388768,647.77536
335,519,101.2858,5.0,17,6.0,8.0,4456.0,5,False,3.2411456,648.22912
181,313,101.2986,6.0,10,5.666666666666667,9.333333333333334,2660.0,6,False,3.2415551999999996,540.2592
172,304,101.30770000000001,4.0,10,7.5,1.0,2681.0,4,False,3.2418464000000005,810.4616000000001
305,485,101.31269999999999,5.0,16,2.0,8.0,4136.0,5,False,3.2420063999999997,648.4012799999999
310,490,101.3874,5.0,16,8.0,2.0,4226.0,5,False,3.2443968,648.87936
304,484,101.39410000000001,5.0,16,8.0,6.0,4230.0,5,False,3.2446112000000005,648.9222400000001
332,516,101.4423,5.0,17,8.0,6.0,4486.0,5,False,3.2461536,649.23072
180,312,101.4498,6.0,10,9.333333333333334,3.6666666666666665,2713.0,6,False,3.2463935999999998,541.0656
333,517,101.4553,5.0,17,2.0,8.0,4392.0,5,False,3.2465696,649.3139199999999
334,518,101.517,5.0,17,8.0,2.0,4482.0,5,False,3.248544,649.7088
518,702,101.5189,5.0,23,7.0,0.0,6000.0,5,False,3.2486048000000003,649.72096
211,367,101.5686,4.0,12,5.5,7.5,3167.5,4,False,3.2501952000000003,812.5488
529,713,101.6356,5.0,23,3.0,8.0,5944.0,5,False,3.2523391999999998,650.46784
209,365,101.64210000000001,4.0,12,2.0,7.5,3111.5,4,False,3.2525472000000004,813.1368000000001
208,364,101.6522,4.0,12,7.5,5.5,3197.5,4,False,3.2528704,813.2176
528,712,101.7297,5.0,23,8.0,5.0,6021.0,5,False,3.2553503999999998,651.07008
591,775,101.7515,5.0,25,3.0,8.0,6456.0,5,False,3.256048,651.2095999999999
590,774,101.75710000000001,5.0,25,8.0,5.0,6533.0,5,False,3.2562272000000005,651.2454400000001
519,703,101.79149999999998,5.0,23,7.0,7.0,6007.0,5,False,3.257328,651.4656
210,366,101.8058,4.0,12,7.5,2.0,3194.0,4,False,3.2577856,814.4464
432,616,101.85329999999999,5.0,20,8.0,5.0,5253.0,5,False,3.2593056,651.8611199999999
433,617,101.9138,5.0,20,3.0,8.0,5176.0,5,False,3.2612416,652.2483199999999
804,1024,102.2541,6.0,34,8.5,3.0,8843.0,6,False,3.2721312,545.3552
805,1025,102.35079999999999,6.0,34,8.5,6.5,8846.5,6,False,3.2752255999999997,545.8709333333333
790,1010,102.49589999999998,6.0,33,5.5,7.5,8543.5,6,False,3.279868799999999,546.6447999999999
791,1011,102.5005,6.0,33,2.0,7.5,8487.5,6,False,3.2800160000000003,546.6693333333334
189,333,102.8258,4.0,11,6.5,7.5,2927.5,4,False,3.2904256000000003,822.6064000000001
186,330,102.91199999999999,4.0,11,7.5,6.5,2942.5,4,False,3.2931839999999997,823.2959999999999
